date,title,summary,url
2026-05-31,China and Japan aren’t talking. Will their rare earth trade go quiet?,"▶ 일본 총리의 대만 관련 발언 이후 중·일 관계가 악화되며 중국산 희토류 공급 단절 우려가 커짐
▶ 중국은 일본 방산 연계 기업 20개 사를 규제하고 수출을 통제해, 3월 대일 영구자석 수출이 27% 급감
▶ 공급 단절이 1년 지속 시 자동차 등 제조업 타격으로 일본 실질 GDP가 약 1.3% 감소할 전망
▶ 일본은 호주·브라질 협력 및 심해 채굴로 다변화를 시도 중이나, 중국의 제련 독점(90%)으로 단기 대체는 어려움",https://www.scmp.com/economy/global-economy/article/3355326/china-and-japan-arent-talking-will-their-rare-earth-trade-go-quiet
2026-05-28,US-backed rare earth rivals clash over alleged technology theft,"▶ 트럼프 행정부의 지원을 받으며 대중국 희토류 공급망 독립의 선봉에 선 미국 MP 머티리얼즈와 USA 레어 어스가 기술 유출 의혹으로 법적 공방에 돌입함
▶ MP 머티리얼즈는 자사 전 직원이 USA 레어 어스로 이직하면서 전기차·전투기용 영구자석의 성능을 높이는 핵심 제조 공식을 무단 유출했다고 주장
▶ 정부의 지분 참여와 최소 가격 보장 혜택을 받는 MP 머티리얼즈와, 올해 16억 달러의 정부 자금을 확보한 USA 레어 어스는 중국의 덤핑 공세에 맞서기 위해 모두 연방 정부의 전폭적인 지원을 받아옴",https://www.ft.com/content/f50d27ea-9307-4ff2-8ee1-aca0bf72d068?syn-25a6b1a6=1
2026-05-28,China’s rare earth dominance pushes U.S. critical minerals race into overdrive,"▶ 중국의 희토류 독점력이 과거 석유 카르텔을 능가하자, 미국은 서구권 기업들과 함께 독자적인 대안 공급망 구축 가속화에 나섬
▶ 가공 과정에서 나오는 방사성 폐기물과 인허가 규제가 장벽으로 작용해 라이나스(Lynas)가 공장 계획을 철회한 반면, 알이알로이즈(REalloys)와 에너지 퓨얼스(Energy Fuels)는 규제가 수월한 캐나다나 기존 우라늄 공장을 활용해 우회 중
▶ 미 정부는 MP 머티리얼즈와 USA 레어 어스에 막대한 보조금과 가격 보장을 제공하고 있으며, 신속 인허가 프로그램(FAST-41)을 통해 안티모니 등 방산용 핵심 광물 전반으로 지원을 확대하고 있음",https://mugglehead.com/chinas-rare-earth-dominance-pushes-u-s-critical-minerals-race-into-overdrive/
2026-05-28,Judge eyes new briefing on need for ‘immediate’ IEEPA tariff refunds,"▶ CIT는 CBP에 최종 청산된 수백만 건의 비공식 수입 건까지 포함한 IEEPA 관세의 즉시 환급을 압박하면서, 수입업체와 법무부에 6/4까지 서면 의견을 제출하도록 하고 6/9에는 Rodney Scott CBP 청장의 출석을 요구",https://insidetrade.com/daily-news/judge-eyes-new-briefing-need-immediate-ieepa-tariff-refunds
2026-05-26,"S. Korea, EU to push for stronger cooperation in critical minerals, supply chains","▶ 한국 산업통상부와 EU는 화상으로 '제2차 경제안보·신통상 이슈 특별위원회'를 열고, 글로벌 공급망 교란과 기술 패권 경쟁에 대응해 핵심 광물 및 공급망 전반의 협력을 강화하기로 합의
▶ 양측은 핵심 광물의 높은 해외 의존도를 낮추기 위해 공급망 다변화, 자원 비축 및 재활용 분야에서 긴밀히 공조하기로 뜻을 모음
▶ 한국 측은 EU 내 배터리 공급망에 기여하고 있는 한국 기업들을 위해 EU 배터리 규정의 시행 유예를 요청하고, EU 산업촉진법(IAA) 제정 시 한국 의견을 반영해 줄 것과 철강 세이프가드 강화에 대한 우려를 전달",https://en.yna.co.kr/view/AEN20260526011900320
2026-05-25,"Japan, China and the race for Africa’s critical minerals","▶ 일본 외무상은 핵심 광물 요충지인 아프리카 4개국을 순방하며 '자유롭고 열린 인도·태평양(FOIP)' 비전 기반의 공급망 자원 외교를 전개함
▶ 일본은 AI 시대를 겨냥해 광물 공급망 회복력뿐만 아니라 해저 케이블, 데이터 센터 등 디지털 인프라와 안보 협력을 강화하는 신(新) FOIP 전략을 제시함
▶ 미국·유럽이 추진하는 물류 인프라인 '로비토 회랑' 거점국(잠비아·앙골라) 등과 협력을 확대하며 친미·친서방 공급망 구축에 동참
▶ 이에 중국은 아프리카 수교국 전체를 대상으로 전면 무관세 혜택을 확대",https://www.thinkchina.sg/politics/japan-china-and-race-africas-critical-minerals
2026-05-22,China moves to secure critical mineral supply chain with sweeping new framework,"▶ 중국 정부는 리창 총리령으로 탐사·채굴부터 비축·판매에 이르는 전 과정을 통합 관리하는 총 79조 규모의 새 광물자원법 시행령을 공포했으며, 이는 오는 6월 15일부터 발효됨",https://www.scmp.com/economy/china-economy/article/3354400/china-moves-secure-critical-mineral-supply-chain-sweeping-new-framework
2026-05-22,"포스코인터내셔널, 美 최초 희토류·영구자석 통합 생산 단지 구축","▶ 포스코인터내셔널은 미국 리엘리먼트와 합작법인을 설립하고 총 2억 달러를 투자해 미국 내 최초의 희토류 분리정제 및 영구자석 통합 생산 단지를 구축함
▶ 포스코인터내셔널이 경영을 주도하고 리엘리먼트가 기술을 제공하며, 연 6,000톤 규모의 공장을 신설해 2027년 시범 생산을 거쳐 2028년 정식 양산을 목표로 함
▶ 미 국무부·상무부·에너지부 인사가 대거 참석한 가운데 체결된 이번 협약은 미국의 핵심광물 공급망 자립 정책에 선제 대응하고 북미 시장 우위를 선점하려는 의도
▶ 포스코인터내셔널은 단순 정제를 넘어 원료 조달, 영구자석, 구동모터코어까지 이어지는 독자적인 북미 공급망 가치사슬을 완성하겠다는 계획",https://www.asiae.co.kr/article/2026052207493773083
2026-05-22,Canada invests in Arctic infrastructure to bring critical minerals to market,"▶ 캐나다 정부는 북극권 주권 강화와 핵심 광물 공급망 구축을 위해 2개 인프라 프로젝트에 총 5,500만 달러(약 750억 원) 이상의 연방 자금을 투자
▶ 킷릭메오트 자원공사의 '그레이스 베이(Grays Bay)' 도로·항만 건설 사업에 최대 5,000만 달러를 지원하여, 북극권 심해항과 230km 구간의 상설 도로를 구축하고 향후 아연·구리 광산 개발을 본격화할 계획
▶ 글레이시스 테크놀로지스에 500만 달러를 투자해 북극권 광산의 디젤 연료를 대체할 저탄소 난방·환기 시스템을 시범 도입함으로써 운영 비용과 탄소 배출을 줄이고자 함",https://www.miningweekly.com/article/canada-invests-in-arctic-infrastructure-to-bring-critical-minerals-to-market-2026-05-22
2026-05-21,Australia's Arafura rare-earth project to start construction in September,"▶ 호주 아라푸라 레어 어스(Arafura Rare Earths)가 노스웨스트 준주(Northern Territory)의 '놀란스(Nolans) 희토류 프로젝트'에 대한 최종 투자 결정(FID)을 승인하고 오는 9월 착공에 들어감
▶ 해당 사업은 약 16억 달러(미국, 캐나다, 독일, 한국 등의 수출신용기관 지원 포함) 규모의 자금이 조달되었으며, 30년 전 광상 발견 이후 첫 착공이자 향후 호주에서 3번째로 큰 희토류 생산 기지가 될 전망
▶ 서방 국가들이 희토류 공급망의 중국 의존도를 낮추기 위해 협력을 강화하는 가운데, 아라푸라는 생산 목표량의 대부분을 이미 한국의 현대차·기아, 독일 지멘스 가메사, 원자재 거래상 트락시스(Traxys) 등과 장기 공급 계약(Offtake)을 맺어 확보함
▶ 2029년 중반 첫 생산을 목표로 하고 있으며, 전력 가동 시 연간 4,440톤의 네오디뮴-프라세오디뮴(NdPr) 산화물을 생산해 전 세계 EV 및 풍력 터빈 자석 수요의 약 4%를 충당할 예정",https://asia.nikkei.com/business/markets/commodities/australia-s-arafura-rare-earth-project-to-start-construction-in-september
2026-05-21,China Ready to Discuss Rare Earth Metal Supplies with the US,"▶ 미·중 정상회담의 후속 조치로 중국 상무부는 이트륨, 스칸듐, 네오디뮴, 인듐 등 미국의 핵심 희토류 공급 부족 우려를 해소하기 위해 미국과 공동으로 해결 방안을 모색할 준비가 되었다고 발표함
▶ 중국 당국은 자국의 희토류 수출 통제가 관련 법적 기준에 따라 정당하게 집행되고 있음을 재확인하면서도, 민간 용도의 정상적인 수출 신청은 승인하는 등 글로벌 공급망의 안정성을 위해 유연성을 발휘하겠다는 입장을 밝힘
▶ 백악관 역시 이번 정상회담을 통해 중국이 미국의 희토류 공급 부족 문제를 고려하기로 합의했다고 공식 발표했으며, 양국은 서로의 합법적인 권익을 존중하는 선에서 협력을 이어가기로 함",https://voi.id/en/amp/576198
2026-05-20,"Russia is concerned by US, EU rare earth activity in Central Asia, media reports","▶ 미·우크라이나 평화협정 협상가 출신인 미하일 갈루진 러시아 외무차관은 미국과 유럽연합(EU)이 중앙아시아 지역의 희토류 및 핵심 광물 공급망 확보에 나선 것에 대해 강력한 우려를 표명
▶ 미국을 비롯한 G7 국가들은 전기차, 신재생 에너지, 방산 등에 필수적이지만 중국이 독점하고 있는 희토류 공급망을 다변화하기 위해 카자흐스탄, 우즈베키스탄 등 자원 부국이 몰린 중앙아시아에 적극적으로 접근하고 있음
▶ 러시아는 중앙아시아 5개국을 자국의 전통적인 영향권으로 간주하고 있으며, 최근 이 지역에 공을 들이는 중국뿐만 아니라 미국의 접근에 극도로 민감한 반응을 보임.
▶ 갈루진 차관은 서방의 이러한 움직임이 단순한 경제적 경쟁을 넘어, 러시아 국경 인근에 서방 통제하의 인프라를 구축해 러시아를 이 지역에서 완전히 몰아내려는 정치·군사적 의도라고 비난",https://www.reuters.com/world/china/russia-is-concerned-by-us-eu-rare-earth-activity-central-asia-media-reports-2026-05-20/
2026-05-18,Australia Orders Chinese Investors to Sell Northern Minerals Shares,"▶ 호주 정부는 자국 희토류 기업 '노던 미네랄즈(Northern Minerals)'의 지분을 보유한 외국인 주주 6명에게 국가 이익을 근거로 지분 매각(강제 처분) 명령을 내림
▶ 호주 정부가 이 회사에 개입해 중국계 자본을 강제 퇴출한 것은 최근 2년 사이 이번이 두 번째로, 자국 핵심 광물 공급망에 대한 중국의 영향력을 차단하겠다는 강력한 의지로 풀이
▶ 노던 미네랄즈가 서호주에서 추진 중인 '브라운스 레인지(Browns Range)' 프로젝트는 전기차와 국방 장비의 영구자석에 필수적인 중희토류(디스프로슘, 테르븀) 매장지로, 현재 이 광물들은 중국이 전 세계 공급을 사실상 독점하고 있음
▶ 이번 조치는 중국의 희토류 독점을 깨기 위해 미국과 호주 정부가 공동 전선을 구축하고, 미국 정부(미국 수출입은행)가 노던 미네랄즈에 금융 지원을 제공하는 등 서구권의 전략적 협력이 강화되는 가운데 단행됨",https://www.wsj.com/business/australia-orders-chinese-investors-to-sell-northern-minerals-shares-5a6e7b99
2026-05-16,Deal rush in rare earths as west seeks to loosen China’s grip,"▶ 미국을 비롯한 서구권 정부가 희토류 시장에서 중국의 독점을 깨기 위해 막대한 자금을 투입하면서, 관련 기업들이 자산을 선점하려는 글로벌 토지 확보 경쟁이 치열해지고 있음.
▶ 대표적 기업인 USA 래어어스는 미 정부로부터 16억 달러의 조건부 자금을 확보한 후, 브라질 광산 기업 세라 베르데(28억 달러)와 영국 금속 제조사 LCM(2.17억 달러) 등을 잇달아 인수하며 총 30억 달러 규모의 공격적인 공급망 통합에 나섬
▶ 또 다른 경쟁사 에너지 퓨얼스 역시 호주 스트레티직 머티리얼즈를 2.99억 달러에 인수하기로 하는 등, 채굴부터 자석 제조까지 전 공정을 수직 계열화하려는 서구권 기업 간의 M&A 경쟁이 가속화되는 추세
▶ 트럼프 행정부 복귀 이후 미 정부는 핵심 광물 분야에 186억 달러의 자금을 배정했으며, 과거 중국의 저가 공세로부터 자국 기업을 보호하기 위해 15년간 최저 가격을 보장해 주는 국방 지원 조치(SPV 등)까지 도입",https://www.ft.com/content/0c05ef4c-55eb-4293-8bba-7985e4c25e78?syn-25a6b1a6=1
2026-05-15,Why Rare Earths Are China’s Trump Card in Trade War,"▶ 중국은 전 세계 희토류 매장량의 절반 이상, 정제 및 가공 분야의 독점적 지배력(약 90%)을 바탕으로 미·중 무역 전쟁에서 우위를 점하고 있음
▶ 지난해 트럼프의 관세 폭격에 대응해 중국이 '중희토류' 수출을 50% 이상 제한하면서 방산·자동차·첨단 IT 분야의 공급망 마비와 가격 폭등을 유발
▶ 미국은 캘리포니아 마운틴 패스 광산 재가동과 동맹국(호주, 브라질 등)과의 협력을 통해 독자 공급망 구축에 사활을 걸고 있으나, 채굴부터 정제까지 중국을 완전히 대체하는 데는 최소 10년 이상의 시간이 소요될 전망
▶ 트럼프 행정부는 군사 무기와 전기차 등에 필수적인 이 자원의 안정적 확보를 위해 이번 회담에서 수출 제한 유예 연장을 강력히 요구 중",https://www.bloomberg.com/news/articles/2026-05-14/how-xi-is-using-rare-earths-against-trump-in-the-us-china-trade-war
2026-05-13,The Hormuz Disruption : How the Iran War is Reconfiguring Critical Mineral Value-Chains,"▶ 이란 전쟁으로 인한 호르무즈 해협의 물류 마비는 서방 국가들의 핵심 광물 공급망 다변화 시도를 가로막고 있으며, 이는 오히려 공급망을 선점한 중국의 구조적 지배력을 공고히 하는 결과를 초래함
▶ 에너지 가격 급등과 전쟁 비용 부담으로 각국의 재정 우선순위가 급변하면서, 광물 자립을 위한 장기적 투자보다는 당장의 위기 관리에 자원이 집중되어 산업 역량 강화가 지연되고 있음
▶ 전쟁 여파로 강화된 자원 민족주의와 물류 병목 현상은 다자간 협력 체계의 재조정을 강요하고 있으며, 서방의 디리스킹 전략이 무력화될 수 있다는 우려가 커지고 있음",https://orfme.org/event/the-hormuz-disruption-how-the-iran-war-is-reconfiguring-critical-mineral-value-chains/
2026-05-13,Korea and Australia strengthen energy security ties amidst global supply risks,"▶ 한국과 호주는 중동 긴장으로 인한 글로벌 공급망 위기에 대응해 에너지 안보 및 핵심 광물 분야의 협력을 대폭 강화하기로 합의
▶ 호주는 한국 LNG 수입의 31.4%를 차지하는 최대 공급국이자 석유화학 원료인 컨덴세이트의 핵심 공급처이며, 한국은 호주 석유제품 시장의 29.1%를 점유하는 최대 공급국으로서 상호 보완적 파트너십을 재확인함
▶ 양국은 '에너지자원 안보 공동선언문'을 발표하고, 호주의 핵심 광물 전략적 비축 계획을 포함해 리튬·희토류 등 핵심 광물 공급망의 회복력을 높이기 위한 실무 협력을 확대하기로 함",https://asian-power.com/news/korea-and-australia-strengthen-energy-security-ties-amidst-global-supply-risks
2026-05-13,"India-Japan seek to advance coop in critical minerals, semiconductors & ICT","▶ 인도와 일본은 경제 안보 대화를 통해 핵심 광물, 반도체, ICT, 클린 에너지, 의약품 등 5대 전략 분야에서의 협력을 강화하고 특정 국가에 대한 공급망 의존도를 낮추기로 합의
▶ 양국은 반도체 제조 장비와 설계 인력이라는 각자의 강점을 결합해 시너지를 내는 '프렌드 쇼어링'을 추진하며, 민관 협력을 통해 규제 개선과 기술 이전을 지원할 계획
▶ 이란 전쟁으로 인한 에너지 위기와 물류 차단 등 급변하는 지정학적 리스크 속에서 안정적인 자원 확보를 위해 공동 대응하며 양국의 전략적 파트너십을 경제 생존 전략으로 진화시키고 있음",https://economictimes.indiatimes.com/news/economy/foreign-trade/india-japan-seek-to-advance-coop-in-critical-minerals-semiconductors-ict/articleshow/131053394.cms?from=mdr
2026-05-13,"Trump, Xi to weigh rare earth truce extension, but China's curbs still bite","▶ 미·중은 이번 정상회담에서 희토류 수출 제한 유예 연장을 논의할 예정이나, 중국은 국방·첨단 산업에 필수적인 '중희토류' 출하량을 여전히 이전 대비 절반 수준으로 통제하며 강력한 지렛대로 활용 중임.
▶ 중국은 지난해 합의를 통해 일반 희토류 제한은 일부 풀었지만, 항공기 엔진 보호용 이트륨이나 고성능 자석용 디스프로슘 등 전략 품목은 엄격히 제한하여 미국 방산 기업의 생산 차질과 글로벌 가격 폭등을 유발하고 있음.
▶ 트럼프는 이란 전쟁 수행을 위한 군수물자 확보 차원에서 희토류의 안정적 공급이 절실한 상황이며, 중국은 이를 보잉기 구매나 관세 인하 요구를 관철하기 위한 핵심 협상 카드로 휘두르고 있음",https://www.reuters.com/business/aerospace-defense/trump-xi-weigh-rare-earth-truce-extension-chinas-curbs-still-bite-2026-05-13/
2026-05-12,Trump’s $18.6B critical minerals push: rare earths bias and gaps for project teams,"▶ 트럼프 행정부는 약 186억 달러를 핵심 광물 분야에 투입 중이나, 시장 규모가 작은 희토류와 흑연에 지원이 지나치게 편중되어 공급망 안보 논리가 시장 논리를 압도하고 있음
▶ 반면 텅스텐, 코발트, 탄탈륨 등 기타 필수 금속에 대한 지원은 미미하여 자금 조달 공백이 여전하며, 이는 기초 금속 시장으로 유입될 자본을 분산시키는 결과를 초래함
▶ 이번 지원은 미국 내 생산을 넘어 캐나다와 브라질 등 동맹국을 포함한 다국적 블록 중심의 공급망 구축을 목표로 하며, 북미 지역 간의 인프라 및 허가 협력을 강조함",https://www.geomechanics.io/news/article/trumps-186b-critical-minerals-push-rare-earths-bias-and-gaps-for-project-teams
2026-05-12,DOE Critical Minerals Funding Review: $69M Accelerator Explained,"▶ 미 에너지부(DOE)는 광물 자립의 핵심인 '가공 및 정제' 역량을 강화하기 위해 6,900만 달러 규모의 액셀러레이터 프로그램을 도입
▶ 주요 지원 분야는 폐기물 내 핵심 소재 회수, 반도체용 고순도 갈륨·게르마늄 정제, 지열 염수를 활용한 직접 리튬 추출(DLE) 등 3대 전략 기술에 집중
▶ 이번 정책은 단순 연구를 넘어 대규모 대출 및 제조 지원 프로그램으로 이어지는 체계적인 산업 정책의 첫 단계이며, 이를 통해 중국 등 특정 국가에 대한 공급망 의존도를 낮추는 것이 목표임",https://discoveryalert.com.au/doe-critical-minerals-funding-review-processing-accelerator/
2026-05-12,Australia & Japan: A New Critical Minerals Partnership,"▶ 호주 앤서니 앨버니지 총리와 일본 다카이치 사나에 총리는 정상회담을 통해 핵심 광물, 에너지, 식량 공급망 강화를 위한 새로운 파트너십을 체결
▶ 양국은 중국이 장악한 핵심 광물 공급망에 대한 의존도를 낮추기 위해 협력하며, 호주의 자원과 일본의 기술·자본을 결합해 리튬, 구리, 니켈 등 미래 산업 필수 소재의 안정적 확보에 주력하기로 함
▶ 호주가 13억 호주달러를 투입하고 일본이 기존 투자를 확대하는 등 대규모 공동 자금 조달을 추진하며, 희토류 생산과 반도체용 갈륨 회수 등 첨단 소재 분야의 공조를 경제 안보의 핵심 축으로 격상시킴",https://miningdigital.com/news/australia-japan-a-new-critical-minerals-partnership
2026-05-12,Race for Critical Minerals Leaves EU Struggling to Keep Up,"▶ 유럽연합(EU)은 슬로바키아 안티모니 광산 개발 등 대중국 자원 자립을 꾀하고 있으나, 회원국 간의 자산 공유 거부와 재정 지원 부족으로 실행력 면에서 한계를 보임
▶ 군사 장비에 필수적인 안티모니 등 전략 광물 분야에서 미국이 공격적인 투자와 파트너십으로 앞서가는 반면, 유럽은 행정적 지연과 민간 금융 조달의 어려움으로 도태될 위기에 처함
▶ 유럽은 최근 미국과 공급망 협정을 체결하며 공조를 모색 중이나, 의존의 덫에서 벗어나기 위해서는 파편화된 전략을 통합하고 장기적인 투자 펀드를 신속히 집행해야 한다는 지적이 나옴",https://financialpost.com/pmn/business-pmn/race-for-critical-minerals-leaves-eu-struggling-to-keep-up
